isin,year,Scope 1,Scope 2 (location based),Scope 2 (market based),Scope 3 (total),Scope 3 (cat 1),Scope 3 (cat 2),Scope 3 (cat 3),Scope 3 (cat 4),Scope 3 (cat 5),Scope 3 (cat 6),Scope 3 (cat 7),Scope 3 (cat 8),Scope 3 (cat 9),Scope 3 (cat 10),Scope 3 (cat 11),Scope 3 (cat 12),Scope 3 (cat 13),Scope 3 (cat 14),Scope 3 (cat 15),CountryName
HK0293001514,2023,399,151104,192261,52736,205833,29935,211152,6165,199557,90584,220419,200970,68472,270522,189432,131512,53146,42294,212639,HONG KONG
MA0000012445,2013,331,265823,211934,85700,19595,275342,229328,267081,60520,60788,86333,237532,256694,241143,43617,150888,105221,71862,111516,MOROCCO
MA0000012445,2014,363,223067,229470,143394,197114,285454,49020,227475,265531,192005,138395,89817,18341,79438,24152,115647,239843,156078,249371,MOROCCO
MA0000012445,2015,357,213793,260923,51010,183297,136961,11281,131713,287342,188647,279694,2710,234963,113206,176384,23512,81926,210919,248028,MOROCCO
MA0000012445,2016,379,224323,55723,206338,228433,86019,257903,123737,124280,201873,25172,244359,62114,88386,47191,150792,48480,77414,277878,MOROCCO
MA0000012445,2017,339,204294,155682,152005,83751,284753,128374,140519,166110,215598,280869,140738,179546,31548,49942,41933,84256,105345,75111,MOROCCO
MA0000012445,2018,317,251938,148264,130708,173104,232491,78969,99220,74290,248806,258360,96709,356,116601,190049,138503,186864,133423,114801,MOROCCO
MA0000012445,2019,326,41080,235653,232321,212540,54841,46654,122075,46223,221727,223529,250900,138350,277684,185402,265321,248733,170129,272891,MOROCCO
MA0000012445,2020,340,103853,121963,182384,211012,2194,63080,124214,64634,186543,244491,60313,194689,139719,204608,280957,249190,456,128054,MOROCCO
MA0000012445,2021,315,160141,183554,278247,93984,84880,228135,65359,211912,287984,14543,266216,278386,205208,143848,123457,276308,181625,210779,MOROCCO
MA0000012445,2022,300,13424,204600,68330,194911,1979,226312,12969,65182,282106,191121,169572,55216,253408,97189,28900,69104,196649,11249,MOROCCO
MA0000012445,2023,334,278701,85605,901,217652,76271,206183,232717,195745,227572,2130,187469,214265,49569,120053,192622,84021,123423,177772,MOROCCO
CNE100003PM2,2013,324,96024,247606,68236,133870,180614,244572,209779,30792,66714,59368,132872,246545,95314,260900,272397,155476,185728,222035,CHINA
CNE100003PM2,2014,332,9641,248661,158446,247555,155950,151585,158625,54434,211429,194856,234291,269396,83958,255784,251350,77173,173375,115323,CHINA
CNE100003PM2,2015,355,123734,57114,263964,210099,200849,117249,166919,120201,162174,252528,198849,272221,52427,130838,50975,188955,264484,256442,CHINA
CNE100003PM2,2016,320,110127,160104,209568,184666,25654,255867,187508,282142,249524,135443,79249,276165,246224,181447,258969,277974,18738,6384,CHINA
CNE100003PM2,2017,319,193710,34916,262434,110885,196388,82486,275049,242545,267008,117110,85807,72114,121198,1873,63100,226247,40018,82466,CHINA
CNE100003PM2,2018,334,13869,143315,245574,187067,85146,147386,84778,133464,53116,89654,234069,178096,217364,178672,113163,133306,90472,58449,CHINA
CNE100003PM2,2019,356,221015,86864,96003,12799,72442,19688,55022,67119,23737,115513,106302,226868,78825,65566,76277,148014,130811,175824,CHINA
CNE100003PM2,2020,359,237046,149170,276509,213956,139834,180170,242333,131272,155466,180859,157925,279103,172426,265844,255504,128473,218136,250789,CHINA
CNE100003PM2,2021,378,47630,55192,248688,75638,194444,51866,102791,47569,137051,156227,127777,21425,86492,279226,265578,148014,71856,285272,CHINA
CNE100003PM2,2022,381,58279,45037,97901,45644,209524,39939,159626,174616,136123,47925,144676,238344,263407,102091,181123,288027,251148,231791,CHINA
CNE100003PM2,2023,418,203499,218169,54412,242145,107386,108885,8980,176338,197696,71534,43472,283625,156007,260789,32326,96876,102299,174724,CHINA
CNE000000FH0,2013,302,168112,86433,66595,98956,204612,107994,145967,112149,137414,110293,120857,135317,43536,202065,41285,253705,219825,29110,CHINA
CNE000000FH0,2014,311,101342,44133,195975,21641,154506,284485,260488,37014,35136,169655,151087,233736,264544,86976,74105,180140,259450,132533,CHINA
CNE000000FH0,2015,351,111892,191808,20155,75201,30474,22431,92804,69099,256210,9916,87049,248010,274330,164197,26592,163732,147888,154591,CHINA
CNE000000FH0,2016,356,240933,190745,47632,184402,64890,258681,254848,237019,256462,107596,226404,238757,164719,106713,81605,213778,279355,54240,CHINA
CNE000000FH0,2017,351,60758,225022,73482,277121,241067,72123,212131,151299,255024,29236,212276,185886,158978,61005,229764,141150,144147,211733,CHINA
CNE000000FH0,2018,402,160468,198027,207532,270496,230478,142173,65003,145204,260011,178783,41674,224220,70503,146785,279676,237024,123880,26817,CHINA
CNE000000FH0,2019,434,29676,163208,246286,34671,173846,104410,123194,203677,157773,133921,106678,59033,164493,108998,160937,217598,250811,274535,CHINA
CNE000000FH0,2020,441,140070,25826,68671,242887,241429,93284,206685,102900,158600,82965,222818,3336,84575,41245,77953,175544,137146,124006,CHINA
CNE000000FH0,2021,395,138317,79596,75217,61681,255959,112588,281105,212123,150183,217952,256705,169656,156300,194551,269948,88669,18479,204573,CHINA
CNE000000FH0,2022,384,192666,220733,31979,29486,26396,92786,240226,130517,11673,257863,235932,264148,255168,56311,64337,123236,60218,135882,CHINA
CNE000000FH0,2023,365,203018,147204,189618,267837,121457,87310,91200,107317,249327,229751,179662,120781,95198,177589,109994,53958,123466,206107,CHINA
PLCCC0000016,2013,329,5517,201249,24155,178500,257979,146365,73009,6809,51477,15881,130979,149180,266344,161628,149135,62372,121661,118186,POLAND
PLCCC0000016,2014,322,243900,161880,73929,243789,143154,24552,83157,137457,86342,177995,188124,17325,204238,191925,28472,180858,220671,245308,POLAND
PLCCC0000016,2015,304,35304,5060,124049,85156,211060,85928,261146,224090,186928,89952,199237,167040,140469,147244,117042,55188,233620,54164,POLAND
PLCCC0000016,2016,336,239572,79853,183784,159884,234883,79003,153700,272415,129625,1448,235454,73658,83890,90671,257239,203496,170899,127872,POLAND
PLCCC0000016,2017,337,166069,235304,42199,31046,191741,180003,127012,32884,16126,73782,163812,75629,108960,219243,188577,157943,158408,102980,POLAND
PLCCC0000016,2018,351,264979,200043,268985,116614,184229,31117,76232,79556,207229,146719,30515,268110,161221,197275,131009,286128,28685,92469,POLAND
PLCCC0000016,2019,337,187680,36199,97076,199486,248315,50814,126305,107550,39298,187852,181349,94294,159313,160715,25320,182459,172256,261526,POLAND
PLCCC0000016,2020,344,200504,250269,33025,286288,222564,286706,243818,77801,91800,132413,73388,242696,233161,113533,231371,201341,22399,278743,POLAND
PLCCC0000016,2021,347,183185,234163,25074,223047,115766,176165,236910,259041,53701,193184,102330,276588,39275,46355,131553,5776,207948,59098,POLAND
PLCCC0000016,2022,297,36716,93344,28040,44309,268590,180307,63609,39792,238917,222787,125759,156616,203594,165455,15093,270143,165926,269649,POLAND
PLCCC0000016,2023,317,194076,244499,118868,273421,188037,285482,63504,272381,236119,60867,44585,70021,74622,84758,138411,252442,254471,179175,POLAND
GB00B19Z1432,2013,315,138063,193347,147211,221663,138662,95722,192140,66351,272091,107052,14180,59317,24926,155088,94326,164197,144612,102791,UNITED KINGDOM
GB00B19Z1432,2014,338,273402,230174,275754,230136,156828,204994,65589,277575,157547,166952,239782,17608,224917,54273,154567,274004,75299,185530,UNITED KINGDOM
GB00B19Z1432,2015,387,174138,122737,263022,103880,93269,197011,96160,160424,123400,175280,233723,10186,237531,246838,113848,31830,141570,159792,UNITED KINGDOM
GB00B19Z1432,2016,330,130640,69342,92762,239934,218177,264375,171219,77444,288091,114268,242438,89644,203624,34040,176537,228515,171511,105861,UNITED KINGDOM
GB00B19Z1432,2017,352,162206,227785,36851,283946,166097,189511,69059,222311,90776,147063,36237,181480,171751,159633,248524,250793,25289,266685,UNITED KINGDOM
GB00B19Z1432,2018,392,261652,107799,162878,173046,41588,192886,249301,147201,90753,67189,207631,152275,192810,82915,108123,214382,38086,42192,UNITED KINGDOM
GB00B19Z1432,2019,401,175216,287123,143394,139147,56129,229541,59741,194536,230234,214062,119858,84359,3449,262017,148192,6877,187357,55545,UNITED KINGDOM
GB00B19Z1432,2020,349,9530,215778,2943,7129,105063,244441,4644,58652,65364,6204,220200,39473,112073,156738,275861,279517,8007,11733,UNITED KINGDOM
GB00B19Z1432,2021,354,258324,71297,209777,211462,75752,173488,73368,269751,141608,153718,43333,52244,59658,254664,154019,222381,235811,219428,UNITED KINGDOM
GB00B19Z1432,2022,341,65633,41146,222864,144169,105824,21441,242018,283906,142564,124483,3455,186630,241614,275251,29248,121457,254905,40786,UNITED KINGDOM
GB00B19Z1432,2023,333,115542,252946,120586,89188,25213,220713,269528,157148,17850,279062,247763,167223,140372,142376,223822,30465,249907,156217,UNITED KINGDOM
TW0009933002,2013,318,266437,141895,100894,257024,253700,35464,18782,172973,17871,282877,32236,178287,47963,57440,79428,111868,157526,28429,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2014,364,178739,153316,146365,67366,56723,65401,165027,44285,135614,55905,171059,44205,11184,200291,145794,220552,101168,151053,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2015,345,158118,4749,28546,264133,145443,174631,199066,12959,41213,223837,256110,102095,206201,275710,11225,162267,78000,228932,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2016,361,156628,57724,230550,114678,214862,93797,231680,209119,147802,182422,193293,122596,57528,158259,49864,45356,170084,122307,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2017,368,10687,178466,251569,146443,147344,32003,12856,102156,71127,7989,203974,115829,286524,56381,54895,172324,64953,28950,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2018,349,23183,209146,219120,281817,20736,90950,135218,230106,91815,90236,238721,200947,173802,192041,182632,190349,126751,244075,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2019,361,41350,62935,106923,211364,207081,203559,111892,91491,199815,11154,255254,261855,227306,225856,225798,229614,204224,46883,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2020,342,18759,71954,229838,104277,47234,263286,195377,116354,54869,251466,11131,16559,233121,128184,240472,231296,88265,59356,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2021,352,118277,87972,143467,8879,187520,243018,190525,260332,231975,98920,279922,175583,75069,193087,19512,28237,210126,31790,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2022,334,102428,56398,207522,15090,145443,44072,89052,188861,271369,13237,160629,97953,102976,102081,160980,39100,52218,143797,"TAIWAN, PROVINCE OF CHINA"
TW0009933002,2023,301,211456,286436,24825,247640,18333,9959,23186,213321,113218,288044,47620,133478,122177,169422,18351,150084,119412,61485,"TAIWAN, PROVINCE OF CHINA"
US76243J1051,2013,300,133593,5758,2287,5887,20122,106776,123740,244111,144303,136998,112478,192865,20451,70898,40437,120110,59526,43566,UNITED STATES
US76243J1051,2014,301,69793,46643,145477,165013,170810,220546,231645,221162,158500,228310,171103,268514,19649,109304,112462,266190,166974,191003,UNITED STATES
US76243J1051,2015,313,191753,29436,60431,124979,231505,201457,115317,162606,107091,32238,236671,95817,191140,43837,137360,97025,190978,109022,UNITED STATES
US76243J1051,2016,318,146800,67487,177931,106869,271618,131441,151029,92436,45882,88278,45463,148210,144022,70824,46833,203489,77708,288005,UNITED STATES
US76243J1051,2017,328,256521,190292,269940,173650,106991,197271,65680,8951,172597,44987,94778,128870,6860,221059,81198,193378,16851,75868,UNITED STATES
US76243J1051,2018,292,775,151613,201883,125676,203587,147986,60164,171067,258351,264876,143581,8785,163526,79844,186235,56651,77099,262757,UNITED STATES
US76243J1051,2019,336,179034,75544,72755,258150,7130,205085,271870,73501,229077,269227,225077,286668,74991,68912,76412,99652,190870,263405,UNITED STATES
US76243J1051,2020,381,78110,110184,277024,155450,3605,70533,81653,236567,68290,252891,84605,219754,92962,135434,195134,158039,11608,204340,UNITED STATES
US76243J1051,2021,364,83228,111285,148644,273916,268991,255383,279071,220232,246191,242767,13688,132064,8852,110896,20734,247675,112873,153991,UNITED STATES
US76243J1051,2022,386,247139,3418,274123,253026,177321,3722,82768,29238,116898,123611,203132,220114,282367,275931,222024,89005,187386,186873,UNITED STATES
US76243J1051,2023,346,36292,214161,272736,255176,14480,58387,144330,175630,188049,245241,32560,175866,141527,210233,72340,234140,121735,188056,UNITED STATES
US0301112076,2013,325,262988,179572,231631,102702,30550,20041,116043,214480,73635,223387,156890,178723,283503,267701,161358,238951,190755,94215,UNITED STATES
US0301112076,2014,353,202246,267807,152235,284950,154855,70733,26889,211721,63477,95021,260331,219755,191330,152471,120321,86519,28663,135952,UNITED STATES
US0301112076,2015,380,230373,47209,242824,17845,188933,132879,276994,105369,134331,222688,168833,82140,170241,222600,164303,283694,150195,196319,UNITED STATES
US0301112076,2016,330,222815,180079,207833,133212,5556,244188,276049,157835,241176,149423,88804,204647,178516,274446,147964,211583,94974,121248,UNITED STATES
US0301112076,2017,342,175982,115390,257584,101412,76392,230741,263541,57215,132260,54774,261405,285895,57923,178488,184260,286076,74989,239182,UNITED STATES
US0301112076,2018,337,98866,258225,235349,164701,177285,88235,256431,186860,35319,280131,153878,71090,259191,168081,31422,158194,163519,64511,UNITED STATES
US0301112076,2019,308,256668,237314,252676,70658,18269,113245,141479,96755,204588,141770,135117,19575,125444,82031,238124,137598,187516,225710,UNITED STATES
US0301112076,2020,290,126921,70092,183377,151139,181559,260403,227855,116663,113414,105439,67305,117035,117261,49965,236837,116249,115954,95655,UNITED STATES
US0301112076,2021,299,181701,20546,126709,188300,39220,28112,184709,134241,266033,180196,203701,141103,194651,90602,48260,212100,161629,265739,UNITED STATES
US0301112076,2022,336,48805,248630,41560,82554,278742,203413,225543,153567,149316,213571,76913,125419,75408,135457,32336,51303,32189,102307,UNITED STATES
US0301112076,2023,308,110259,164010,93691,115555,190546,203230,137294,54622,56975,160097,78769,224826,85212,73227,248045,284551,203029,111932,UNITED STATES
INE208A01029,2013,312,210234,24637,150981,25145,259101,187089,36130,151097,250426,72105,283112,149025,129123,121838,42004,195177,79930,65181,INDIA
INE208A01029,2014,304,161083,111668,244860,259267,100876,166611,244538,139915,9160,116573,87737,261522,184276,266275,38905,259535,150120,285317,INDIA
INE208A01029,2015,292,221845,78757,187450,273795,153337,7197,26455,279736,151435,14947,27121,118131,34475,51599,211216,126177,225045,40221,INDIA
INE208A01029,2016,311,248260,286910,111124,201169,167548,189143,42506,166653,80425,210712,131681,221174,214302,268199,169844,251353,119153,285410,INDIA
INE208A01029,2017,310,57003,77972,230333,56003,27321,67956,24878,42345,109270,56093,161707,207069,17891,216526,74406,275617,185408,226249,INDIA
INE208A01029,2018,346,144369,221424,187114,116374,138232,56085,20600,249910,169152,268414,265524,105324,123827,113504,124664,219934,95137,90094,INDIA
INE208A01029,2019,308,189669,34035,78381,187329,47297,137691,94532,87587,116137,221263,43671,114350,155692,231571,16443,160703,228686,83143,INDIA
INE208A01029,2020,325,153657,202288,131935,137991,61840,67227,216042,43787,39270,144364,264691,135210,285312,189851,185869,185246,163600,130202,INDIA
INE208A01029,2021,288,14379,255288,95845,132436,14380,6231,184855,65011,92659,249051,127700,193339,138214,103055,274735,17152,121653,235036,INDIA
INE208A01029,2022,317,222852,12091,97946,5560,170190,254933,28227,150224,1748,208019,190514,17142,270021,99493,81203,266956,30559,50367,INDIA
INE208A01029,2023,338,143267,69101,66508,242263,91910,61116,130346,76519,88275,164391,92599,286774,287350,60303,214586,121969,170809,78918,INDIA
CA45868C1095,2013,299,192803,212824,264817,81791,74145,248878,274840,158210,45521,108899,211813,130912,149242,20777,148695,65379,32003,95072,CANADA
CA45868C1095,2014,336,37528,259657,83591,282281,253502,86616,276179,48952,236004,13353,23205,37450,96410,196179,226151,128285,154658,261421,CANADA
CA45868C1095,2015,351,120162,19399,83053,227714,286401,253403,99472,202929,43382,249947,122682,48506,260569,227861,105916,174576,130310,5632,CANADA
CA45868C1095,2016,354,196630,263966,251764,219531,277168,144452,237938,132441,153312,59430,156558,119268,215661,277393,158717,176129,1332,93898,CANADA
CA45868C1095,2017,335,208356,47538,9044,286869,108949,100302,277024,92368,16302,258399,272435,193884,192787,283997,100178,48400,190644,78873,CANADA
CA45868C1095,2018,379,1884,140942,106062,249703,278331,130444,20836,72524,109692,104681,138878,228990,62030,202822,209570,143849,48667,32485,CANADA
CA45868C1095,2019,392,249472,61630,247225,5130,254204,106277,85523,159870,200801,114465,236178,194158,207940,210272,81597,272933,270706,69284,CANADA
CA45868C1095,2020,439,107678,231175,150548,178028,265947,27239,122104,86064,168001,195420,59729,47401,72396,198458,286570,253765,176161,140266,CANADA
CA45868C1095,2021,407,1487,88938,246116,159133,184618,15410,215395,72956,99926,171779,80126,157239,91500,153904,167982,203792,110470,248191,CANADA
CA45868C1095,2022,369,13451,246195,88364,133105,176128,258113,215466,106739,203232,51998,76571,25553,126712,59239,151462,12235,238312,111048,CANADA
CA45868C1095,2023,380,63526,222265,272771,170162,172323,58511,175656,18791,210691,145837,36455,168711,2184,92148,50334,12522,255455,165812,CANADA
AU000000CPU5,2013,320,270457,283285,51853,184724,25873,71664,143757,16313,51670,187819,65501,54820,69525,162143,51996,223638,216015,191240,AUSTRALIA
AU000000CPU5,2014,361,62706,42383,255604,213135,285424,130128,180930,155213,105553,66988,62672,252785,245373,254869,134459,61041,31412,282744,AUSTRALIA
AU000000CPU5,2015,406,60552,155980,109824,218950,40462,13740,163358,18258,65947,40274,225726,15764,278389,97853,149188,212898,142854,259786,AUSTRALIA
AU000000CPU5,2016,398,6633,71595,54798,124599,82684,179128,126063,51790,219217,268665,54297,151381,148676,151313,154967,127526,233410,3510,AUSTRALIA
AU000000CPU5,2017,394,236448,174568,257685,226146,59135,122378,32366,222276,203400,47867,1717,259597,208638,172723,107344,18408,31696,17202,AUSTRALIA
AU000000CPU5,2018,389,43320,229682,5388,164063,132744,180215,88355,168546,191588,281758,220744,89137,2867,45114,152352,153257,206021,203651,AUSTRALIA
AU000000CPU5,2019,346,1509,85363,86103,211841,217252,40233,205990,225042,185887,284372,39897,11371,82858,54340,234538,23423,138930,127543,AUSTRALIA
AU000000CPU5,2020,312,6724,259419,184456,212716,140911,167157,263984,213853,206114,13608,287736,286034,271766,151501,180595,120976,71624,121071,AUSTRALIA
AU000000CPU5,2021,303,169877,198839,219070,43131,36016,35681,10290,94833,278912,281821,266859,249262,241993,199431,24963,178266,115729,35687,AUSTRALIA
AU000000CPU5,2022,330,82330,6483,71460,205128,12429,148955,107668,110595,24737,37009,283976,26964,30086,37411,120947,91070,26908,267589,AUSTRALIA
AU000000CPU5,2023,342,212263,93490,188036,21967,122680,169299,69436,103145,11348,135243,210877,51737,113480,190957,236222,24974,153481,140342,AUSTRALIA
CL0002841873,2013,292,196710,210450,7722,190295,259690,167194,187549,100055,56605,156970,100309,220964,190821,150641,39950,89760,265548,231556,CHILE
CL0002841873,2014,330,55631,149730,282274,232755,149117,123911,47042,356,241102,254230,6418,42195,39157,270415,18371,249889,210723,217496,CHILE
CL0002841873,2015,302,242814,40701,256496,142061,153823,97797,84911,35769,163898,38627,263306,146505,21648,6930,173094,174492,243979,260545,CHILE
CL0002841873,2016,305,270150,168776,247523,191854,17744,103205,252128,166718,226156,200820,60701,197261,24567,58738,142902,101252,126450,218144,CHILE
CL0002841873,2017,345,251754,195462,115223,186189,241217,87706,49215,42013,94595,97800,243958,10660,218909,190270,255756,247606,15474,269397,CHILE
CL0002841873,2018,389,29484,114914,11669,118025,223731,252449,274264,129587,141551,197208,273185,7712,99202,267564,243926,235143,205585,204868,CHILE
CL0002841873,2019,348,216424,74240,154930,148526,219909,245524,192843,174785,226373,138430,98344,107655,116108,74273,86925,280289,278092,139525,CHILE
CL0002841873,2020,355,237580,150389,71274,27591,155931,259880,99663,233200,204014,179268,4368,244595,263723,201157,5381,142085,157303,247762,CHILE
CL0002841873,2021,343,166336,233213,221045,76213,198844,191442,1286,78045,272210,40783,12651,7830,51704,146632,243406,53805,64000,237737,CHILE
CL0002841873,2022,351,134146,157509,259963,219964,187905,187540,270874,273629,143926,41782,26972,123053,233742,31558,278212,196219,242359,140266,CHILE
CL0002841873,2023,331,227296,211372,280648,65863,33221,9618,259874,232634,230386,165462,90999,278710,143870,228831,243446,135183,159272,140221,CHILE
JP3743000006,2013,314,239642,142164,52303,29564,218044,42834,32648,32388,131684,223618,101753,151889,190812,212292,192874,236541,277393,62048,JAPAN
JP3743000006,2014,358,10970,271996,87577,218635,75897,210668,91813,29348,131309,248429,38607,283505,80642,117049,82008,81459,92964,19462,JAPAN
JP3743000006,2015,408,251571,5928,284969,117869,151053,198637,269375,281986,260239,287858,281281,272926,254184,113612,214684,7827,273602,280535,JAPAN
JP3743000006,2016,461,181328,19198,29821,214344,46691,167832,105418,69160,117189,152530,254185,204665,120830,275709,205458,77606,30515,24442,JAPAN
JP3743000006,2017,466,32454,192488,125304,283018,35893,93547,246533,9275,179113,259025,235265,257138,61145,97079,229903,202604,202175,37558,JAPAN
JP3743000006,2018,512,182345,58528,60401,1276,169959,239730,286098,285779,53397,112479,19800,184376,46153,215422,217451,148444,102861,108685,JAPAN
JP3743000006,2019,525,113116,63344,3561,280008,139504,264396,60769,128422,28210,108065,10129,176847,128435,29006,248962,149204,49805,97856,JAPAN
JP3743000006,2020,519,33595,6103,84393,40519,36740,122932,73241,216516,267494,264890,14206,43241,154487,104720,174380,233492,9899,161827,JAPAN
JP3743000006,2021,511,201729,141184,185474,187012,287714,193880,255586,263506,257505,126935,157763,174780,136046,234286,182833,283370,288241,198164,JAPAN
JP3743000006,2022,519,268330,63106,202573,139856,252887,198956,179363,174035,195477,236519,134023,188272,222081,128336,82147,41857,104935,182946,JAPAN
JP3743000006,2023,526,15685,5540,137839,258626,145083,228120,253363,234699,152016,212184,68867,83160,68872,40707,122787,71265,32208,116109,JAPAN
KYG2121R1039,2013,292,130231,269773,269402,286041,200711,74802,58959,168088,100358,244211,166672,118842,231736,56959,195754,188010,31525,97974,CAYMAN ISLANDS
KYG2121R1039,2014,325,242748,147660,261332,175107,85526,122712,221815,217104,239241,129533,239883,234000,222616,287273,44181,258312,142508,108502,CAYMAN ISLANDS
KYG2121R1039,2015,326,192226,133245,96057,20053,285812,111629,66988,15328,204857,51519,274361,202852,49918,32528,107612,79395,40248,111003,CAYMAN ISLANDS
KYG2121R1039,2016,335,258169,3083,108012,103576,235539,149673,92682,144209,269852,80537,52735,236448,72217,212865,222057,242808,125396,124507,CAYMAN ISLANDS
KYG2121R1039,2017,289,200737,108134,36881,237260,228269,280158,154690,230147,248302,235569,119627,144722,83773,101238,227399,24518,201118,105175,CAYMAN ISLANDS
KYG2121R1039,2018,328,220111,56753,253031,266096,88537,251044,268889,28233,134903,268459,17825,142214,32826,73472,260766,12410,195083,148184,CAYMAN ISLANDS
KYG2121R1039,2019,371,227478,73450,116846,150223,26418,66195,67587,94189,281437,43150,110875,207857,260889,188951,222763,272073,267376,173594,CAYMAN ISLANDS
KYG2121R1039,2020,341,284289,161931,277587,71239,92994,151717,236482,26747,244158,30884,186856,156211,116231,65777,144711,137628,261607,116274,CAYMAN ISLANDS
KYG2121R1039,2021,387,276993,131747,32463,165165,254871,38709,70891,179761,119674,248665,140733,44240,251081,129408,117971,47128,198752,155208,CAYMAN ISLANDS
KYG2121R1039,2022,351,48025,220829,47426,262512,116110,30358,89690,223325,224595,99800,62777,77329,200689,231840,184400,146661,248119,237850,CAYMAN ISLANDS
KYG2121R1039,2023,350,116638,3228,199027,14377,280418,139079,227553,181256,272331,83876,55534,104064,263955,168006,208948,108996,204856,198800,CAYMAN ISLANDS
US09075X1081,2013,323,175410,121051,240316,277957,5390,204340,73128,142443,275227,63493,116359,215701,248484,234861,89308,2457,282399,273605,UNITED STATES
US09075X1081,2014,353,240995,167161,78658,2382,56476,20329,270208,161705,132017,134962,224315,145361,195298,157392,241469,91140,206909,98013,UNITED STATES
US09075X1081,2015,386,141826,57068,156134,204173,108852,79802,98300,68004,122764,255433,234554,168752,198691,86532,218009,272309,17453,131969,UNITED STATES
US09075X1081,2016,387,230437,126971,148606,38100,14177,244011,218443,71562,159122,210623,163398,98335,250545,171350,65430,35592,242580,220823,UNITED STATES
US09075X1081,2017,380,279121,126083,52753,275493,117419,76798,263091,167939,228171,194011,42850,261427,273124,160336,33764,270359,189889,237566,UNITED STATES
US09075X1081,2018,397,36595,40773,326,115457,44114,179460,225067,213201,77227,259452,198299,76980,156435,17629,97302,123123,264675,109121,UNITED STATES
US09075X1081,2019,437,223547,66176,36623,272271,89944,236583,121558,87609,16294,265315,133534,235389,46482,211092,94216,37908,203112,77729,UNITED STATES
US09075X1081,2020,378,42904,44897,5500,211468,43855,194576,80340,113212,113202,251410,229364,117992,242303,5102,258133,276200,136325,259730,UNITED STATES
US09075X1081,2021,393,183555,139306,19960,213634,209653,4638,125950,50637,202966,208311,176455,144762,243067,43612,258373,213798,256062,226849,UNITED STATES
US09075X1081,2022,452,274811,116265,286042,146443,47118,219940,8577,207610,151550,110079,148261,190467,103095,250883,131957,246676,117468,130471,UNITED STATES
US09075X1081,2023,439,282020,3697,103237,118009,225386,40916,156378,223376,65632,173711,80936,151381,31752,118562,285205,152010,221915,82266,UNITED STATES
US83200N1037,2013,327,78265,95301,156252,214568,141897,76344,211569,4041,253416,241911,222360,93367,32323,126356,49597,93083,17827,239834,UNITED STATES
US83200N1037,2014,345,186045,134265,136034,193407,206322,77841,117156,247430,143665,256752,17668,153865,15178,176945,221791,260931,143655,215254,UNITED STATES
US83200N1037,2015,309,46808,179657,34250,142758,279731,137732,71912,172813,39713,176836,192598,254620,86942,138076,286849,175797,104659,287291,UNITED STATES
US83200N1037,2016,336,210092,139839,47352,282254,107158,191372,166772,32114,224997,15039,26633,246196,96782,243258,191626,122642,204714,51438,UNITED STATES
US83200N1037,2017,323,255316,164695,25166,62355,36426,63148,46806,91410,285495,204914,148464,120524,216437,31580,221800,172140,188503,198665,UNITED STATES
US83200N1037,2018,343,105060,87635,87481,250563,133598,278353,226225,44279,127574,240597,184499,91216,149012,224928,56542,11998,233528,149603,UNITED STATES
US83200N1037,2019,351,279842,24181,98019,146443,24617,202272,173504,6619,19424,15348,27451,48057,72835,90723,160118,288535,170123,26426,UNITED STATES
US83200N1037,2020,396,55370,1223,122369,117591,135013,181330,107629,196562,45301,158613,8552,130422,87486,260645,161539,62039,268645,37188,UNITED STATES
US83200N1037,2021,354,68668,276153,107038,95767,56850,73495,38651,113830,251800,131117,89192,29327,121117,216259,122403,271596,176396,88301,UNITED STATES
US83200N1037,2022,383,13579,109385,244213,98432,205460,46817,234064,275185,261920,195600,276931,80811,83317,136226,34514,276895,287407,117311,UNITED STATES
US83200N1037,2023,388,93841,267850,148193,169700,78316,222162,202651,260874,120096,188025,78905,37407,78156,221923,15124,236823,249418,52256,UNITED STATES
